location_key,date,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
GB_UKG,2020-01-11,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,9.486111,5.361111,10.854167,0.0,,7.006944,84.545686
GB_UKG,2020-01-12,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.228395,5.320988,9.919753,4.995333,,5.864198,85.111655
GB_UKG,2020-01-13,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.631944,3.555556,9.402778,0.846667,,5.0,89.372043
GB_UKG,2020-01-14,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.659722,5.423611,13.395833,7.323667,,6.618056,87.013114
GB_UKG,2020-01-15,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.91358,5.54321,8.790123,7.366,,3.685185,80.132224
GB_UKG,2020-01-16,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.368056,4.347222,11.465278,0.296333,,6.451389,87.762618
GB_UKG,2020-01-17,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.631944,1.881944,8.534722,5.122333,,3.715278,87.497379
GB_UKG,2020-01-18,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,3.382716,-0.253086,6.969136,1.411111,,0.530864,81.880529
GB_UKG,2020-01-19,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,1.240741,-2.240741,5.654321,0.084667,,0.037037,91.778142
GB_UKG,2020-01-20,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,1.641975,-2.376543,6.993827,0.112889,,0.45679,91.878324
GB_UKG,2020-01-21,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,2.734568,-2.351852,7.098765,0.084667,,1.475309,91.433411
GB_UKG,2020-01-22,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.305556,5.034722,9.347222,0.127,,6.944444,97.577027
GB_UKG,2020-01-23,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.465278,5.1875,7.479167,0.181429,,6.159722,97.945405
GB_UKG,2020-01-24,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.625,4.631944,6.659722,0.34925,,5.0625,96.178698
GB_UKG,2020-01-25,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.694444,4.930556,6.631944,0.084667,,4.895833,94.630212
GB_UKG,2020-01-26,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.234568,4.679012,9.111111,0.465667,,5.981481,91.864706
GB_UKG,2020-01-27,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.481481,3.234568,7.080247,5.334,,3.944444,89.893867
GB_UKG,2020-01-28,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.080247,1.796296,7.37037,1.995714,,0.944444,80.066529
GB_UKG,2020-01-29,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.419753,2.962963,9.475309,0.3175,,2.555556,76.413725
GB_UKG,2020-01-30,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.972222,6.291667,11.916667,0.036286,,7.125,88.246781
GB_UKG,2020-01-31,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,10.444444,8.125,12.354167,0.0,,8.479167,87.696095
GB_UKG,2020-02-01,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,9.166667,6.784722,10.847222,0.211667,,4.5,72.639774
GB_UKG,2020-02-02,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,9.069444,5.506944,12.284722,4.245429,,6.291667,82.771246
GB_UKG,2020-02-03,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.796296,4.37037,9.845679,0.435429,,2.969136,71.589314
GB_UKG,2020-02-04,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.576389,3.791667,8.458333,0.381,,2.347222,74.428045
GB_UKG,2020-02-05,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.790123,0.925926,8.969136,0.0,,2.283951,83.885116
GB_UKG,2020-02-06,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,1.881944,-2.576389,8.229167,0.0,,0.423611,90.140127
GB_UKG,2020-02-07,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.548611,-1.25,9.659722,0.127,,2.722222,88.009857
GB_UKG,2020-02-08,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.061728,4.91358,10.487654,1.17475,,3.746914,74.325022
GB_UKG,2020-02-09,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,10.604167,7.6875,13.041667,2.836333,,7.965278,83.745386
GB_UKG,2020-02-10,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.069444,2.041667,8.0625,14.224,10.16,1.263889,76.450828
GB_UKG,2020-02-11,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,,,,,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.256944,2.104167,6.347222,6.561667,,-1.159722,67.909049
GB_UKG,2020-02-12,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,1,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.82716,2.024691,7.796296,0.399143,,-0.098765,70.683284
GB_UKG,2020-02-13,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.409722,3.673611,8.826389,9.652,,4.076389,85.065098
GB_UKG,2020-02-14,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.131944,1.194444,10.743056,2.413,,5.361111,88.545237
GB_UKG,2020-02-15,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,10.798611,7.125,13.076389,1.566333,,9.409722,91.151548
GB_UKG,2020-02-16,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.201389,4.638889,12.0,28.321,,5.458333,82.878221
GB_UKG,2020-02-17,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.790123,4.197531,10.154321,6.434667,,2.722222,75.329806
GB_UKG,2020-02-18,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.092593,3.907407,9.092593,1.342571,,2.858025,79.849155
GB_UKG,2020-02-19,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.845679,2.160494,8.783951,4.275667,,3.481481,84.800326
GB_UKG,2020-02-20,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.083333,3.583333,10.333333,1.143,,3.819444,79.760417
GB_UKG,2020-02-21,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.701389,3.659722,10.173611,3.725333,,4.222222,78.674616
GB_UKG,2020-02-22,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,1,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,9.847222,7.840278,11.847222,0.296333,,5.409722,73.943114
GB_UKG,2020-02-23,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,1,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.734568,5.246914,12.444444,5.370286,,4.407407,74.330015
GB_UKG,2020-02-24,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.91358,5.123457,12.932099,1.905,,6.055556,82.31442
GB_UKG,2020-02-25,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.530864,2.067901,7.191358,7.027333,,1.401235,80.215817
GB_UKG,2020-02-26,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.074074,1.740741,7.179012,2.54,,-0.018519,74.778459
GB_UKG,2020-02-27,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,3.930556,0.819444,7.361111,2.243667,,0.111111,76.228121
GB_UKG,2020-02-28,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.201389,0.583333,11.034722,1.100667,,4.902778,91.407619
GB_UKG,2020-02-29,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,0,,2,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.472222,3.708333,10.208333,15.748,,3.145833,79.311467
GB_UKG,2020-03-01,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,2,,4,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.37037,2.623457,8.234568,2.721429,,0.950617,73.221534
GB_UKG,2020-03-02,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,4,,8,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.265432,-0.018519,8.54321,0.112889,,-0.018519,73.863917
GB_UKG,2020-03-03,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,1,,9,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.395062,1.882716,9.345679,0.381,,1.234568,74.643786
GB_UKG,2020-03-04,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,3,,12,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.092593,1.209877,6.598765,0.381,,2.154321,87.227438
GB_UKG,2020-03-05,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,6,,18,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,4.347222,1.597222,6.284722,2.328333,,2.131944,85.575189
GB_UKG,2020-03-06,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,2,,20,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,3.736111,-2.131944,9.229167,0.09525,,-0.013889,76.685175
GB_UKG,2020-03-07,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,6,,26,0,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.574074,3.055556,12.061728,0.028222,,5.450617,80.883952
GB_UKG,2020-03-08,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,4,1,30,1,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.909722,5.638889,11.326389,3.344333,,4.993056,76.483275
GB_UKG,2020-03-09,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,8,1,38,2,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.54321,5.012346,10.135802,0.725714,,4.216049,79.559845
GB_UKG,2020-03-10,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,17,1,55,3,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,11.833333,7.631944,14.791667,5.842,,8.979167,82.678557
GB_UKG,2020-03-11,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,29,1,84,4,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,9.82716,6.450617,12.790123,0.326571,,5.652778,76.661926
GB_UKG,2020-03-12,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,46,4,130,8,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.194444,3.006944,9.701389,1.651,,0.826389,68.530523
GB_UKG,2020-03-13,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,39,3,169,11,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.340278,4.576389,10.638889,1.233714,,3.125,74.865842
GB_UKG,2020-03-14,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,31,2,200,13,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.881944,5.895833,11.486111,3.259667,,6.486111,84.962095
GB_UKG,2020-03-15,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,44,4,244,17,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,7.938272,4.154321,10.006173,1.566333,,5.623457,85.37828
GB_UKG,2020-03-16,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,56,9,300,26,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.598765,1.469136,11.17284,3.160889,,1.839506,71.792729
GB_UKG,2020-03-17,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,68,9,368,35,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,10.41358,6.728395,13.277778,0.09525,,7.518519,82.325268
GB_UKG,2020-03-18,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,98,9,466,44,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,8.5,5.458333,11.645833,0.0,,7.291667,92.136276
GB_UKG,2020-03-19,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,123,10,589,54,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,5.277778,4.319444,6.333333,4.995333,,3.180556,86.399266
GB_UKG,2020-03-20,Q48038,nuts/UKG,GB,United Kingdom,UKG,"West Midlands, England",GB,GBR,1,152,19,741,73,5907872,2928079,2979793,453.2,733599,700837,797731,752443,726835,780384,616256,500959,298828,211892434800,35872,151283,52.47,-2.29,13004,80.8,6.125,4.277778,9.020833,2.286,,2.138889,75.694313
