,Unnamed: 0,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
342,342,GB_UKH,2020-12-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2115.0,29.0,101826.0,5251.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.194444,-2.222222,3.011111,0.362857,0.0,0.011111,98.698747
343,343,GB_UKH,2020-12-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2283.0,36.0,104109.0,5287.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.677778,1.688889,6.372222,5.5245,0.0,3.925926,95.080655
344,344,GB_UKH,2020-12-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2343.0,39.0,106452.0,5326.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.1,3.705556,6.011111,0.41275,0.0,4.018519,92.846768
345,345,GB_UKH,2020-12-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2722.0,52.0,109174.0,5378.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.688889,5.683333,9.0,4.699,0.0,7.375,97.82108
346,346,GB_UKH,2020-12-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2264.0,32.0,111438.0,5410.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.685185,3.765432,8.012346,2.757714,0.0,6.083333,96.186544
347,347,GB_UKH,2020-12-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2791.0,36.0,114229.0,5446.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.858025,0.820988,10.691358,1.850571,0.0,5.333333,96.884944
348,348,GB_UKH,2020-12-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4492.0,39.0,118721.0,5485.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,10.011111,7.894444,11.916667,5.334,0.0,8.422222,89.962349
349,349,GB_UKH,2020-12-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4407.0,42.0,123128.0,5527.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.816667,6.144444,10.544444,0.818444,0.0,6.705556,92.759007
350,350,GB_UKH,2020-12-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4780.0,41.0,127908.0,5568.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.205556,6.383333,9.694444,0.508,0.0,6.944444,91.822784
351,351,GB_UKH,2020-12-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4688.0,45.0,132596.0,5613.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.722222,5.138889,9.916667,0.874889,0.0,6.483333,91.917399
352,352,GB_UKH,2020-12-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5206.0,57.0,137802.0,5670.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,10.866667,8.972222,11.505556,0.03175,0.0,9.561111,91.683092
353,353,GB_UKH,2020-12-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3453.0,64.0,141255.0,5734.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.524691,7.104938,11.358025,0.508,0.0,7.679012,88.335368
354,354,GB_UKH,2020-12-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4683.0,61.0,145938.0,5795.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.981481,4.253086,9.339506,1.524,0.0,5.259259,88.903382
355,355,GB_UKH,2020-12-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6813.0,71.0,152751.0,5866.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.766667,4.55,13.244444,2.394857,0.0,9.216667,96.391075
356,356,GB_UKH,2020-12-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6464.0,56.0,159215.0,5922.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.544444,6.261111,12.627778,8.001,0.0,7.455556,92.934524
357,357,GB_UKH,2020-12-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5975.0,72.0,165190.0,5994.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.583333,6.283333,11.388889,1.814286,0.0,9.216667,97.589138
358,358,GB_UKH,2020-12-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4403.0,75.0,169593.0,6069.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.822222,2.077778,5.955556,28.03525,0.0,2.305556,89.990263
359,359,GB_UKH,2020-12-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1769.0,81.0,171362.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.364198,-0.314815,3.364198,2.9845,0.0,-0.209877,89.437204
360,360,GB_UKH,2020-12-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5846.0,83.0,177208.0,6233.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.469136,0.012346,9.87037,0.108857,0.0,4.444444,93.16281
361,361,GB_UKH,2020-12-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6664.0,70.0,183872.0,6303.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.253086,0.265432,9.481481,4.753429,0.0,3.506173,88.614108
362,362,GB_UKH,2020-12-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6066.0,90.0,189938.0,6393.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.382716,-0.91358,3.320988,1.124857,0.0,1.123457,98.168631
363,363,GB_UKH,2020-12-29,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,11306.0,84.0,201244.0,6477.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.598765,0.098765,2.802469,0.1905,0.0,1.234568,97.433327
364,364,GB_UKH,2020-12-30,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,8896.0,96.0,210140.0,6573.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.703704,-1.407407,3.308642,0.028222,0.0,0.08642,95.670635
365,365,GB_UKH,2020-12-31,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6603.0,102.0,216743.0,6675.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,-1.271605,-3.925926,0.240741,0.072571,0.0,-1.395062,99.101809
366,366,GB_UKH,2021-01-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4114.0,107.0,220857.0,6782.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.925926,-2.160494,3.246914,0.254,0.0,0.845679,99.427601
367,367,GB_UKH,2021-01-02,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,7402.0,94.0,228259.0,6876.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.901235,-0.246914,3.691358,0.544286,0.0,1.179012,95.01087
368,368,GB_UKH,2021-01-03,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6618.0,112.0,234877.0,6988.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.209877,-0.407407,4.833333,0.217714,0.0,1.777778,96.980844
369,369,GB_UKH,2021-01-04,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,9547.0,125.0,244424.0,7113.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.022222,1.25,4.777778,0.79375,0.0,1.65,90.846333
370,370,GB_UKH,2021-01-05,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,7372.0,141.0,251796.0,7254.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.661111,0.788889,4.25,1.197429,0.0,1.455556,91.892529
371,371,GB_UKH,2021-01-06,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6396.0,118.0,258192.0,7372.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.633333,0.494444,4.744444,3.58775,0.0,1.722222,93.7936
372,372,GB_UKH,2021-01-07,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5924.0,151.0,264116.0,7523.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.1,-2.2,2.355556,0.592667,0.0,-0.616667,95.042013
373,373,GB_UKH,2021-01-08,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5332.0,131.0,269448.0,7654.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,-0.516667,-2.477778,0.538889,0.03175,0.0,-0.733333,98.456952
374,374,GB_UKH,2021-01-09,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4147.0,170.0,273595.0,7824.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,-1.62963,-3.685185,0.549383,0.084667,0.0,-1.728395,99.279628
375,375,GB_UKH,2021-01-10,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3816.0,186.0,277411.0,8010.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.518519,-2.425926,3.08642,0.141111,0.0,0.333333,98.677822
376,376,GB_UKH,2021-01-11,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,6267.0,156.0,283678.0,8166.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.572222,2.25,8.1,0.254,0.0,4.05,90.137156
377,377,GB_UKH,2021-01-12,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5329.0,186.0,289007.0,8352.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.794444,-0.255556,8.461111,4.717143,10.16,3.633333,92.309712
378,378,GB_UKH,2021-01-13,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,5023.0,179.0,294030.0,8531.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.888889,-1.382716,4.45679,0.127,0.0,1.45679,96.978678
379,379,GB_UKH,2021-01-14,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4711.0,166.0,298741.0,8697.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.172222,0.45,3.511111,11.901714,10.16,1.838889,97.668936
380,380,GB_UKH,2021-01-15,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4566.0,185.0,303307.0,8882.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.933333,-0.638889,2.694444,4.4704,0.0,0.383333,96.206752
381,381,GB_UKH,2021-01-16,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3065.0,189.0,306372.0,9071.0,0.0,0.0,0.0,0.0,0.0,0.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.814815,-0.703704,6.216049,2.503714,10.16,2.123457,95.237864
382,382,GB_UKH,2021-01-17,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3092.0,203.0,309464.0,9274.0,0.0,370989.0,0.0,53146.0,0.0,424135.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.222222,1.487654,6.438272,4.967111,0.0,2.716049,90.08624
383,383,GB_UKH,2021-01-18,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4754.0,177.0,314218.0,9451.0,22927.0,393916.0,73.0,53219.0,23000.0,447135.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,4.238889,1.022222,7.405556,0.0,0.0,3.266667,93.472919
384,384,GB_UKH,2021-01-19,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,4104.0,181.0,318322.0,9632.0,47383.0,441299.0,85.0,53304.0,47468.0,494603.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.95,6.738889,11.572222,5.551714,10.16,8.683333,91.93297
385,385,GB_UKH,2021-01-20,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3754.0,196.0,322076.0,9828.0,53258.0,494557.0,92.0,53396.0,53350.0,547953.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,9.805556,8.377778,10.555556,1.632857,0.0,8.505556,91.713363
386,386,GB_UKH,2021-01-21,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3397.0,195.0,325473.0,10023.0,54940.0,549497.0,91.0,53487.0,55031.0,602984.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,5.072222,2.205556,8.1,2.00025,0.0,2.616667,84.395668
387,387,GB_UKH,2021-01-22,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3184.0,181.0,328657.0,10204.0,62125.0,611622.0,44.0,53531.0,62169.0,665153.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.761111,0.188889,6.477778,0.0,0.0,0.922222,87.873259
388,388,GB_UKH,2021-01-23,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2332.0,152.0,330989.0,10356.0,69190.0,680812.0,49.0,53580.0,69239.0,734392.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.592593,-1.796296,2.432099,2.358571,0.0,0.148148,96.860753
389,389,GB_UKH,2021-01-24,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1827.0,172.0,332816.0,10528.0,31699.0,712511.0,35.0,53615.0,31734.0,766126.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,-0.697531,-3.740741,1.753086,0.943429,88.9,-1.160494,96.690611
390,390,GB_UKH,2021-01-25,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,3253.0,156.0,336069.0,10684.0,29507.0,742018.0,43.0,53658.0,29550.0,795676.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,0.161111,-3.561111,3.294444,1.1938,10.16,-1.472222,88.954891
391,391,GB_UKH,2021-01-26,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2936.0,126.0,339005.0,10810.0,29244.0,771262.0,47.0,53705.0,29291.0,824967.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.544444,-1.9,4.533333,1.052286,40.64,0.672222,93.978734
392,392,GB_UKH,2021-01-27,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2594.0,150.0,341599.0,10960.0,24773.0,796035.0,51.0,53756.0,24824.0,849791.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,6.511111,3.738889,9.216667,4.027714,0.0,6.205556,97.948644
393,393,GB_UKH,2021-01-28,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2496.0,158.0,344095.0,11118.0,41907.0,837942.0,115.0,53871.0,42022.0,891813.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.994444,5.7,11.394444,10.19175,0.0,8.138889,94.547977
394,394,GB_UKH,2021-01-29,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2193.0,135.0,346288.0,11253.0,51414.0,889356.0,113.0,53984.0,51527.0,943340.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,8.772222,6.433333,10.283333,8.66775,0.0,7.333333,90.845172
395,395,GB_UKH,2021-01-30,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1649.0,125.0,347937.0,11378.0,63147.0,952503.0,1239.0,55223.0,64386.0,1007726.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,3.154321,0.635802,5.938272,0.907143,0.0,1.648148,90.066077
396,396,GB_UKH,2021-01-31,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1544.0,115.0,349481.0,11493.0,34215.0,986718.0,254.0,55477.0,34469.0,1042195.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,1.351852,-1.320988,3.388889,2.751667,0.0,-0.901235,85.170608
397,397,GB_UKH,2021-02-01,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2211.0,103.0,351692.0,11596.0,33951.0,1020669.0,306.0,55783.0,34257.0,1076452.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,2.155556,-0.711111,3.977778,0.649111,0.0,1.094444,92.78998
398,398,GB_UKH,2021-02-02,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,2019.0,103.0,353711.0,11699.0,33762.0,1054431.0,261.0,56044.0,34023.0,1110475.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.277778,0.566667,11.994444,5.043714,0.0,6.372222,94.063642
399,399,GB_UKH,2021-02-03,ChIJK1V-HbkS2EcRS_3nDxZUG-c,Q48006,nuts/UKH,GB,United Kingdom,UKH,East of England,GB,GBR,1,1860.0,109.0,355571.0,11808.0,42176.0,1096607.0,333.0,56377.0,42509.0,1152984.0,6235410,3073861,3161549,325.2,766625,704659,715042,801441,808117,856214,679530,559914,343868,246619693200,39766,151336,52.24,0.41,19120,82.2,7.594444,3.744444,9.105556,2.286,0.0,6.011111,89.851576
