location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
UA,2020-01-11,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.430556,1.347222,5.055556,0.381,,2.055556,90.731004
UA,2020-01-12,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,-1.097222,2.263889,0.0,,-2.472222,81.953415
UA,2020-01-13,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.402778,-1.430556,4.680556,0.0,,-1.611111,80.353101
UA,2020-01-14,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.208333,0.25,4.569444,0.0,,0.305556,87.23996
UA,2020-01-15,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.263889,-2.069444,2.125,0.0,,-0.527778,94.570131
UA,2020-01-16,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.138889,-0.277778,2.902778,0.0,,-0.25,90.497785
UA,2020-01-17,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.236111,0.0,2.972222,0.0,,-0.305556,89.494858
UA,2020-01-18,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.611111,-1.402778,0.5,0.0,,-1.5,93.717826
UA,2020-01-19,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.944444,-2.736111,-1.111111,0.0,,-3.083333,92.063969
UA,2020-01-20,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.930556,-2.680556,0.777778,0.0,,-2.722222,87.654329
UA,2020-01-21,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.888889,0.0,4.25,0.0,,-2.861111,70.783767
UA,2020-01-22,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.083333,1.263889,3.263889,0.084667,,-1.277778,78.470677
UA,2020-01-23,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.736111,-0.097222,2.166667,0.127,10.16,-3.263889,74.625312
UA,2020-01-24,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.888889,-1.819444,3.458333,0.0,,-4.0,69.829584
UA,2020-01-25,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.180556,-0.875,4.097222,0.0,,-3.0,73.799177
UA,2020-01-26,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.305556,-0.375,3.680556,0.0,,-1.25,83.108818
UA,2020-01-27,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.222222,-1.958333,3.486111,0.0,,-1.402778,88.903204
UA,2020-01-28,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.180556,-1.944444,1.763889,0.0,,0.0,98.704277
UA,2020-01-29,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.013889,-0.291667,5.069444,5.7785,,1.583333,96.976043
UA,2020-01-30,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.305556,0.402778,4.5,4.6355,20.32,-0.666667,80.797318
UA,2020-01-31,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.472222,0.75,5.555556,1.693333,,-1.277778,76.549607
UA,2020-02-01,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.597222,1.180556,5.277778,0.508,,1.819444,88.150933
UA,2020-02-02,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.027778,2.527778,11.805556,0.3175,,4.097222,81.65872
UA,2020-02-03,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.611111,1.708333,5.666667,2.667,,0.722222,81.503829
UA,2020-02-04,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.388889,-0.472222,5.402778,0.338667,,-1.555556,75.390998
UA,2020-02-05,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.277778,-2.236111,2.625,14.478,10.16,-1.208333,89.887515
UA,2020-02-06,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-2.847222,-5.611111,-0.111111,0.423333,22.86,-6.597222,75.381702
UA,2020-02-07,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-5.638889,-6.986111,-3.638889,0.762,25.4,-9.888889,72.015498
UA,2020-02-08,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-6.208333,-9.75,-3.277778,0.127,23.706667,-10.791667,70.06975
UA,2020-02-09,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-4.083333,-7.458333,-0.486111,0.0,22.86,-8.291667,72.773849
UA,2020-02-10,ChIJjw5wVMHZ0UAREED2iIQGAQA,Q212,country/UKR,UA,Ukraine,UA,UKR,0,0,0,0,,0,0,0,,,,,,,,43733759,20263148,23470611,13549456,30835699,2973335,5415973,75.492,0.747,4589511,4383517,4898491,7208958,6406404,5906737,5539856,2983430,1816855,153781069118,3659,0.647,60199,49.0,32.0,603550,553950,32160,71.582683,28.9,6.1,7.5,70.7,24.7,177.40889,92.814873,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.361111,-6.944444,3.430556,0.0,20.32,-5.180556,75.505125
