location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,new_intensive_care_patients_age_0,new_intensive_care_patients_age_1,new_intensive_care_patients_age_2,new_intensive_care_patients_age_3,new_intensive_care_patients_age_4,new_intensive_care_patients_age_5,new_intensive_care_patients_age_6,new_intensive_care_patients_age_7,new_intensive_care_patients_age_8,cumulative_intensive_care_patients_age_0,cumulative_intensive_care_patients_age_1,cumulative_intensive_care_patients_age_2,cumulative_intensive_care_patients_age_3,cumulative_intensive_care_patients_age_4,cumulative_intensive_care_patients_age_5,cumulative_intensive_care_patients_age_6,cumulative_intensive_care_patients_age_7,cumulative_intensive_care_patients_age_8,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,new_deceased_male,new_deceased_female,cumulative_deceased_male,cumulative_deceased_female,new_hospitalized_patients_male,new_hospitalized_patients_female,cumulative_hospitalized_patients_male,cumulative_hospitalized_patients_female,new_intensive_care_patients_male,new_intensive_care_patients_female,cumulative_intensive_care_patients_male,cumulative_intensive_care_patients_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
ES,2021-05-23,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,1989,32,3682202,81331,217,367032,43,36300,362256,16709939,265335,8130648,571691,24534056,154,271,315,322,410,315,122,46,33,256003,407784,480807,506310,623503,553534,355365,236014,256126,0,0,1,0,1,3,7,11,9,12,16,90,208,803,2911,7848,17830,51415,2,3,12,19,44,63,33,27,13,1894,1968,7496,17278,36586,57908,67714,74530,100235,1,0,2,5,6,19,6,3,1,136,150,429,1307,3478,7485,11453,9901,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,988,1001,1753419,1920934,22,10,44888,36195,126,91,201558,162994,32,11,24862,11216,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-31,6,-7,-26,-11,2,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,12.271605,8.240741,17.685185,0.762,,4.055556,57.983904
ES,2021-05-24,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4546,36,3686748,81367,325,367357,46,36346,243266,16953205,120166,8250814,342246,24876302,358,580,662,783,979,713,303,101,66,256361,408364,481469,507093,624482,554247,355668,236115,256192,0,0,0,0,1,5,3,17,10,12,16,90,208,804,2916,7851,17847,51425,1,7,14,33,81,98,51,26,14,1895,1975,7510,17311,36667,58006,67765,74556,100249,0,1,0,6,14,14,8,3,0,136,151,429,1313,3492,7499,11461,9904,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2304,2241,1755723,1923175,19,17,44907,36212,180,145,201738,163139,27,19,24889,11235,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-16,5,25,-20,-21,4,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,13.265432,5.549383,19.364198,0.959556,,5.160494,59.487478
ES,2021-05-25,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5443,22,3692191,81389,330,367687,42,36388,234526,17187731,183419,8434233,404562,25280864,460,850,859,839,1087,826,326,129,66,256821,409214,482328,507932,625569,555073,355994,236244,256258,0,0,0,0,0,7,4,6,5,12,16,90,208,804,2923,7855,17853,51430,2,7,20,24,78,92,53,29,25,1897,1982,7530,17335,36745,58098,67818,74585,100274,0,1,0,2,10,15,8,6,0,136,152,429,1315,3502,7514,11469,9910,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2722,2720,1758445,1925895,13,9,44920,36221,187,143,201925,163282,27,15,24916,11250,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-17,11,20,-15,-14,3,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,16.481481,7.722222,23.932099,0.0,,5.135802,47.594391
ES,2021-05-26,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5272,35,3697463,81424,289,367976,44,36432,299860,17487591,180445,8614678,464314,25745178,443,780,878,811,1055,778,299,133,92,257264,409994,483206,508743,626624,555851,356293,236377,256350,0,0,0,0,0,7,9,15,4,12,16,90,208,804,2930,7864,17868,51434,4,5,14,29,70,102,33,15,16,1901,1987,7544,17364,36815,58200,67851,74600,100290,0,0,0,5,6,17,11,5,0,136,152,429,1320,3508,7531,11480,9915,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2589,2680,1761034,1928575,25,10,44945,36231,177,111,202102,163393,32,12,24948,11262,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-17,12,21,-16,-13,3,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,18.216049,11.160494,25.358025,0.028222,,7.932099,51.4531
ES,2021-05-27,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5343,19,3702806,81443,286,368262,37,36469,219729,17707320,189685,8804363,388511,26133689,437,825,877,858,1054,794,310,108,80,257701,410819,484083,509601,627678,556645,356603,236485,256430,0,0,0,0,0,1,4,8,6,12,16,90,208,804,2931,7868,17876,51440,2,2,15,42,72,61,54,22,16,1903,1989,7559,17406,36887,58261,67905,74622,100306,2,1,1,3,7,12,7,4,0,138,153,430,1323,3515,7543,11487,9919,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2671,2671,1763705,1931246,13,6,44958,36237,165,121,202267,163514,26,11,24974,11273,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-15,12,17,-15,-13,3,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,19.87037,12.166667,26.135802,0.0,,8.345679,47.55066
ES,2021-05-28,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5336,24,3708142,81467,306,368568,28,36497,,,,,,,498,820,889,861,1030,717,311,115,91,258199,411639,484972,510462,628708,557362,356914,236600,256521,0,0,0,0,2,2,2,8,10,12,16,90,208,806,2933,7870,17884,51450,4,3,20,37,77,84,35,28,18,1907,1992,7579,17443,36964,58345,67940,74650,100324,0,0,1,0,7,11,4,5,0,138,153,431,1323,3522,7554,11491,9924,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2628,2707,1766333,1933953,15,9,44973,36246,163,143,202430,163657,14,14,24988,11287,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-15,13,27,-12,-12,1,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,18.814815,13.395062,25.166667,1.49225,,11.197531,61.918102
ES,2021-05-29,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,2922,22,3711064,81489,239,368807,20,36517,,,,,,,239,470,446,458,569,442,190,59,47,258438,412109,485418,510920,629277,557804,357104,236659,256568,0,0,0,0,0,5,7,5,5,12,16,90,208,806,2938,7877,17889,51455,1,0,9,26,62,72,39,11,19,1908,1992,7588,17469,37026,58417,67979,74661,100343,1,0,1,1,5,4,7,1,0,139,153,432,1324,3527,7558,11498,9925,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,1545,1377,1767878,1935330,9,13,44982,36259,137,102,202567,163759,11,9,24999,11296,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-20,2,34,-13,-8,-1,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,21.141975,12.561728,28.691358,0.620889,,9.932099,49.347579
ES,2021-05-30,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,1955,31,3713019,81520,232,369039,31,36548,325097,18032417,416922,9221285,693948,26827637,139,270,299,307,427,298,133,45,36,258577,412379,485717,511227,629704,558102,357237,236704,256604,0,0,0,0,2,4,7,15,3,12,16,90,208,808,2942,7884,17904,51458,5,5,17,21,54,58,34,22,16,1913,1997,7605,17490,37080,58475,68013,74683,100359,0,0,2,1,6,9,11,2,0,139,153,434,1325,3533,7567,11509,9927,1804,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,995,960,1768873,1936290,17,14,44999,36273,136,96,202703,163855,22,9,25021,11305,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-22,15,20,-18,-6,-1,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,22.530864,15.283951,29.487654,0.084667,,10.512346,47.156689
ES,2021-05-31,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4829,39,3717848,81559,306,369345,34,36582,146187,18178604,183960,9405245,292096,27119733,368,689,729,791,1043,747,294,80,87,258945,413068,486446,512018,630747,558849,357531,236784,256691,0,0,0,0,1,6,5,11,16,12,16,90,208,809,2948,7889,17915,51474,6,0,17,28,90,87,41,21,16,1919,1997,7622,17518,37170,58562,68054,74704,100375,0,0,1,1,7,20,3,1,1,139,153,435,1326,3540,7587,11512,9928,1805,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2450,2379,1771323,1938669,20,19,45019,36292,175,131,202878,163986,22,12,25043,11317,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-12,10,26,-14,-15,3,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,21.861111,15.766667,29.261111,0.0,,10.816667,50.457068
ES,2021-06-01,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5131,25,3722979,81584,280,369625,30,36612,247600,18426204,273942,9679187,487514,27607247,459,812,830,836,958,766,285,88,95,259404,413880,487276,512854,631705,559615,357816,236872,256786,0,0,0,0,2,2,8,7,6,12,16,90,208,811,2950,7897,17922,51480,1,2,14,32,65,81,46,15,24,1920,1999,7636,17550,37235,58643,68100,74719,100399,0,0,2,1,6,13,4,2,2,139,153,437,1327,3546,7600,11516,9930,1807,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2593,2538,1773916,1941207,13,12,45032,36304,166,114,203044,164100,21,9,25064,11326,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-14,14,14,-14,-14,4,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,18.394444,14.022222,23.45,8.099778,,11.727778,65.533715
ES,2021-06-02,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,5124,32,3728103,81616,273,369898,31,36643,293960,18720164,300017,9979204,575098,28182345,428,749,949,861,990,681,284,86,94,259832,414629,488225,513715,632695,560296,358100,236958,256880,0,0,0,1,1,4,13,6,7,12,16,90,209,812,2954,7910,17928,51487,2,8,16,32,67,76,37,14,21,1922,2007,7652,17582,37302,58719,68137,74733,100420,0,0,1,1,4,11,11,2,1,139,153,438,1328,3550,7611,11527,9932,1808,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2593,2531,1776509,1943738,21,11,45053,36315,165,108,203209,164208,25,6,25089,11332,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-11,17,27,-12,-13,3,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,18.927778,11.105556,25.355556,1.2446,,8.461111,51.205585
ES,2021-06-03,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4462,28,3732565,81644,241,370139,33,36676,317971,19038135,278005,10257209,570225,28752570,347,747,794,764,872,570,242,70,56,260179,415376,489019,514479,633567,560866,358342,237028,256936,0,0,0,0,0,3,7,13,5,12,16,90,209,812,2957,7917,17941,51492,2,6,13,28,72,58,30,16,16,1924,2013,7665,17610,37374,58777,68167,74749,100436,0,1,1,4,12,10,2,2,1,139,154,439,1332,3562,7621,11529,9934,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2219,2243,1778728,1945981,22,6,45075,36321,145,96,203354,164304,19,14,25108,11346,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-12,12,23,-14,-17,4,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,63.43,20.761111,13.411111,27.4,0.0254,,9.094444,47.856056
ES,2021-06-04,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4582,31,3737147,81675,244,370383,30,36706,,,,,,,395,727,785,771,895,590,252,84,80,260574,416103,489804,515250,634462,561456,358594,237112,257016,0,0,0,0,2,4,8,9,8,12,16,90,209,814,2961,7925,17950,51500,3,2,15,34,66,66,26,9,21,1927,2015,7680,17644,37440,58843,68193,74758,100457,0,0,3,4,3,12,8,0,0,139,154,442,1336,3565,7633,11537,9934,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2264,2318,1780992,1948299,23,8,45098,36329,133,110,203487,164414,21,9,25129,11355,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-13,15,26,-12,-13,2,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,60.65,20.188889,13.161111,26.255556,0.0,,7.4,45.163708
ES,2021-06-05,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,2442,26,3739589,81701,198,370581,27,36733,,,,,,,192,310,434,430,476,332,156,59,53,260766,416413,490238,515680,634938,561788,358750,237171,257069,0,0,0,0,1,4,6,6,9,12,16,90,209,815,2965,7931,17956,51509,2,0,14,21,45,58,26,16,16,1929,2015,7694,17665,37485,58901,68219,74774,100473,0,0,2,5,2,8,7,3,0,139,154,444,1341,3567,7641,11544,9937,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,1193,1249,1782185,1949548,22,4,45120,36333,110,88,203597,164502,13,14,25142,11369,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-20,3,20,-15,-9,1,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,60.65,17.122222,13.338889,22.138889,0.620889,,11.172222,68.144006
ES,2021-06-06,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,1715,26,3741304,81727,194,370775,32,36765,748439,19786574,745660,11002869,1255236,30007806,114,242,286,316,360,260,81,24,31,260880,416655,490524,515996,635298,562048,358831,237195,257100,0,0,1,0,1,2,6,8,7,12,16,91,209,816,2967,7937,17964,51516,0,2,15,34,48,50,19,6,20,1929,2017,7709,17699,37533,58951,68238,74780,100493,0,0,3,5,5,12,4,3,0,139,154,447,1346,3572,7653,11548,9940,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,876,838,1783061,1950386,18,8,45138,36341,101,93,203698,164595,19,13,25161,11382,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-20,17,23,-14,-5,-2,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,60.65,20.2,11.072222,28.35,0.9144,,8.8,48.0488
ES,2021-06-07,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4171,19,3745475,81746,281,371056,22,36787,261600,20048174,257306,11260175,465056,30472862,290,580,742,704,849,604,236,85,80,261170,417235,491266,516700,636147,562652,359067,237280,257180,0,0,0,1,0,2,3,5,8,12,16,91,210,816,2969,7940,17969,51524,2,5,9,43,68,82,31,17,24,1931,2022,7718,17742,37601,59033,68269,74797,100517,0,0,1,2,3,6,6,4,0,139,154,448,1348,3575,7659,11554,9944,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2109,2061,1785170,1952447,8,11,45146,36352,157,124,203855,164719,14,8,25175,11390,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-9,13,35,-12,-14,2,1,2,2,4,0,2,2,3,2,2,0,0,2,2,1,0,0,4,3,60.65,23.133333,14.405556,30.266667,0.0,,7.061111,35.87912
ES,2021-06-08,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4155,30,3749630,81776,252,371308,22,36809,257614,20305788,292218,11552393,531198,31004060,357,647,770,739,820,481,228,64,48,261527,417882,492036,517439,636967,563133,359295,237344,257228,0,0,0,0,0,5,8,10,7,12,16,91,210,816,2974,7948,17979,51531,3,4,11,35,59,73,36,16,15,1934,2026,7729,17777,37660,59106,68305,74813,100532,0,0,2,3,7,6,2,2,0,139,154,450,1351,3582,7665,11556,9946,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2171,1984,1787341,1954431,18,12,45164,36364,142,110,203997,164829,12,10,25187,11400,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-11,14,32,-11,-14,3,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,4,3,50.46,25.061111,15.377778,32.438889,0.0,,5.944444,29.591637
ES,2021-06-09,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4114,18,3753744,81794,216,371524,26,36835,322273,20628061,341558,11893951,624261,31628321,357,631,816,734,811,453,206,52,54,261884,418513,492852,518173,637778,563586,359501,237396,257282,0,0,0,0,0,2,4,9,3,12,16,91,210,816,2976,7952,17988,51534,3,2,19,46,54,52,20,16,4,1937,2028,7748,17823,37714,59158,68325,74829,100536,1,0,0,4,6,7,6,2,0,140,154,450,1355,3588,7672,11562,9948,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2016,2098,1789357,1956529,11,7,45175,36371,123,93,204120,164922,15,11,25202,11411,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-11,13,34,-12,-16,3,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,4,3,50.46,25.0,15.433333,32.666667,0.0,,4.494444,27.041306
ES,2021-06-10,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,Q29,country/ESP,ES,Spain,ES,ESP,0,4122,26,3757866,81820,200,371724,17,36852,335558,20963619,356051,12250002,654232,32282553,321,603,848,735,804,484,215,58,52,262205,419116,493700,518908,638582,564070,359716,237454,257334,0,0,0,0,3,4,5,6,8,12,16,91,210,819,2980,7957,17994,51542,3,3,10,29,58,48,17,11,21,1940,2031,7758,17852,37772,59206,68342,74840,100557,0,0,2,4,5,4,2,0,0,140,154,452,1359,3593,7676,11564,9948,1809,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-,2083,2037,1791440,1958566,12,14,45187,36385,114,86,204234,165008,12,5,25214,11416,46937060,23009259,23927801,9149372,37927409,6559041,12100168,93.1,0.876,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884,1418587740000,30326,0.743,1311341,40.2,-3.5,505935,432138,69794,83.5,29.3,6.9,2.5,74.537,37.537,9.9,9.9,5.7295,3.8723,2506.464844,590.668274,-9,16,35,-11,-14,2,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,4,3,50.46,25.422222,16.672222,32.688889,0.0,,6.472222,29.981748
